843,243,58
904,181,30
776,81,60
681,49,39
663,121,37
695,220,23
714,350,39
679,403,21
370,419,61
364,239,37
465,160,23
439,111,30
483,102,21
409,46,28
450,16,23
557,19,25
504,9,28
217,21,32
276,56,18
319,100,25
367,109,18
69,461,47
166,786,53
177,698,41
211,552,44
125,577,39
47,670,35
55,547,49
935,1101,30
878,1066,30
930,855,44
972,895,25
835,695,33
890,711,26
376,691,44
432,603,32
433,656,30
496,686,49
511,637,35
547,579,63
608,600,33
701,702,28
585,735,27
699,816,25
504,368,75
600,424,23
610,297,20
197,160,51
204,206,28
165,97,24
290,178,38
285,222,19
333,1045,47
374,1082,37
450,1163,47
425,943,30
476,878,56
633,948,69
773,922,49
903,1231,23
791,1268,55
568,1425,42
514,1360,24
564,1309,37
585,1235,21
502,1238,32
562,1518,42
633,1481,46
427,1393,42
425,1435,4
533,1696,54
658,1692,32
700,1706,34
879,1717,61
799,1764,51
931,1778,44
689,1896,46
727,1949,28
572,1907,51
74,1877,63
87,1958,47
91,1286,65
33,1377,39
84,1444,18
48,1523,39
294,1509,53
261,1555,35
194,1539,46
356,1564,28
375,1613,37
392,1717,35
176,1833,42
230,1852,46
265,1926,35
135,1766,37
251,1761,42
400,1866,34
426,1979,23
24,375,38
58,786,27
23,846,23
16,1027,21
15,943,19
21,1140,30
33,1187,37
222,1101,44
212,1196,46
172,1133,28
226,1319,48
250,1270,35
173,1333,44
221,1407,53
431,271,26
413,227,14
215,371,21
129,248,25
113,350,32
373,851,30
240,830,32
203,959,28
165,1027,27
847,1365,28
861,1474,42
812,1444,30
690,1228,33
724,1265,30
446,1059,39
340,1187,41
477,1446,63
467,1601,28
358,1492,21
95,1706,23
310,925,30
283,1010,26
983,1224,25
956,1942,42
591,162,33
654,640,30
457,802,30
176,301,21
270,547,28
253,463,24
261,1152,35
682,1963,23
811,857,28
140,1604,28
458,206,23
15,155,28
4,197,19
46,322,19
17,53,40
969,1676,34
958,445,37
957,239,32
470,482,30
434,519,21
