383,1069,85
808,855,82
831,1487,94
909,1281,63
335,1639,82
284,1777,84
93,1902,61
250,1419,72
165,1265,60
280,1254,52
272,858,60
4,871,88
2,1183,38
562,1332,36
734,1167,43
502,1720,40
335,592,68
137,437,53
0,393,35
581,426,86
720,581,154
994,440,61
792,250,50
974,271,42
956,103,48
990,1037,79
903,1756,82
